cell_id,x,y,space
c_326,112.366546631,30.809597015399998,OPEN_EXHIBITION_SPACE_2
c_327,112.366546631,36.5205345154,OPEN_EXHIBITION_SPACE_2
c_328,112.366546631,42.2314720154,OPEN_EXHIBITION_SPACE_2
c_329,112.366546631,47.9424095154,OPEN_EXHIBITION_SPACE_2
c_330,112.366546631,53.6533470154,OPEN_EXHIBITION_SPACE_2
c_331,112.366546631,59.3642845154,OPEN_EXHIBITION_SPACE_2
c_332,112.366546631,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_333,112.366546631,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_334,112.366546631,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_335,112.366546631,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_336,109.802268982,88.2735748291,OPEN_EXHIBITION_SPACE_2
c_337,112.28902435299999,86.66854095459999,OPEN_EXHIBITION_SPACE_2
c_338,117.268547058,18.4359016418,OPEN_EXHIBITION_SPACE_2
c_339,118.248947144,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_340,117.268547058,60.316108703599994,OPEN_EXHIBITION_SPACE_2
c_341,118.81225585899999,57.9379577637,OPEN_EXHIBITION_SPACE_2
c_342,118.248947144,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_343,118.248947144,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_344,118.248947144,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_345,118.248947144,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_346,114.620697021,88.2735824585,OPEN_EXHIBITION_SPACE_2
c_347,117.639427185,86.66854095459999,OPEN_EXHIBITION_SPACE_2
c_348,127.072555542,14.6286087036,OPEN_EXHIBITION_SPACE_2
c_349,123.1509552,12.724963188199998,OPEN_EXHIBITION_SPACE_2
c_350,124.131347656,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_351,124.023643494,59.841606140100005,OPEN_EXHIBITION_SPACE_2
c_352,121.64575195299999,57.4634513855,OPEN_EXHIBITION_SPACE_2
c_353,124.131347656,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_354,124.131347656,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_355,124.131347656,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_356,119.43913269,88.2735748291,OPEN_EXHIBITION_SPACE_2
c_357,123.49070739700001,87.47105407709999,OPEN_EXHIBITION_SPACE_2
c_358,130.013748169,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_359,129.812988281,58.6525268555,OPEN_EXHIBITION_SPACE_2
c_360,126.18611908,57.4634513855,OPEN_EXHIBITION_SPACE_2
c_361,130.013748169,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_362,130.013748169,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_363,130.013748169,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_364,127.11517334,88.2735748291,OPEN_EXHIBITION_SPACE_2
c_365,130.718338013,87.47105407709999,OPEN_EXHIBITION_SPACE_2
c_366,135.89614868200002,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_367,136.623535156,58.6525268555,OPEN_EXHIBITION_SPACE_2
c_368,133.306045532,57.4634513855,OPEN_EXHIBITION_SPACE_2
c_369,135.89614868200002,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_370,135.89614868200002,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_371,135.89614868200002,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_372,134.79122924799998,88.2735824585,OPEN_EXHIBITION_SPACE_2
c_373,136.548309326,86.66854095459999,OPEN_EXHIBITION_SPACE_2
c_374,141.778549194,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_375,141.499420166,58.6525268555,OPEN_EXHIBITION_SPACE_2
c_376,141.778549194,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_377,141.778549194,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_378,141.778549194,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_379,140.887176514,87.47105407709999,OPEN_EXHIBITION_SPACE_2
c_380,147.66094970700001,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_381,147.448730469,59.841606140100005,OPEN_EXHIBITION_SPACE_2
c_382,144.966323853,57.4634513855,OPEN_EXHIBITION_SPACE_2
c_383,147.66094970700001,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_384,147.66094970700001,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_385,147.66094970700001,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_386,144.42808532700002,88.2735824585,OPEN_EXHIBITION_SPACE_2
c_387,147.249130249,86.66854095459999,OPEN_EXHIBITION_SPACE_2
c_388,154.093460083,2.7028281688700004,OPEN_EXHIBITION_SPACE_2
c_389,150.54730224600002,2.95748949051,OPEN_EXHIBITION_SPACE_2
c_390,149.172729492,5.07184648514,OPEN_EXHIBITION_SPACE_2
c_391,149.53009033200001,8.09498214722,OPEN_EXHIBITION_SPACE_2
c_392,153.543365479,7.96584892273,OPEN_EXHIBITION_SPACE_2
c_393,146.961914063,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_394,147.66094970700001,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_395,153.543365479,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_396,152.660125732,20.733549118,OPEN_EXHIBITION_SPACE_2
c_397,154.52377319299998,18.4359016418,OPEN_EXHIBITION_SPACE_2
c_398,153.543365479,65.0752258301,OPEN_EXHIBITION_SPACE_2
c_399,154.52377319299998,60.316108703599994,OPEN_EXHIBITION_SPACE_2
c_400,152.660125732,57.9379577637,OPEN_EXHIBITION_SPACE_2
c_401,149.506698608,57.4634513855,OPEN_EXHIBITION_SPACE_2
c_402,153.543365479,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_403,153.543365479,76.4971008301,OPEN_EXHIBITION_SPACE_2
c_404,152.562973022,82.2080383301,OPEN_EXHIBITION_SPACE_2
c_405,154.52377319299998,80.304397583,OPEN_EXHIBITION_SPACE_2
c_406,149.246505737,88.2735824585,OPEN_EXHIBITION_SPACE_2
c_407,153.199249268,87.47105407709999,OPEN_EXHIBITION_SPACE_2
c_408,154.52377319299998,84.1116867065,OPEN_EXHIBITION_SPACE_2
c_409,157.935150146,8.1751499176,OPEN_EXHIBITION_SPACE_2
c_410,159.384521484,6.0495481491100005,OPEN_EXHIBITION_SPACE_2
c_411,158.007568359,3.2833898067500003,OPEN_EXHIBITION_SPACE_2
c_412,157.93634033200001,13.3655195236,OPEN_EXHIBITION_SPACE_2
c_413,159.386901855,10.719351768500001,OPEN_EXHIBITION_SPACE_2
c_414,157.938720703,19.9389705658,OPEN_EXHIBITION_SPACE_2
c_415,159.391693115,18.1553134918,OPEN_EXHIBITION_SPACE_2
c_416,159.389312744,15.389155387899999,OPEN_EXHIBITION_SPACE_2
c_417,152.757263184,24.350368499800002,OPEN_EXHIBITION_SPACE_2
c_418,154.620910645,27.7636566162,OPEN_EXHIBITION_SPACE_2
c_419,157.941131592,28.4160671234,OPEN_EXHIBITION_SPACE_2
c_420,159.396484375,25.5912761688,OPEN_EXHIBITION_SPACE_2
c_421,159.394088745,22.825117111199997,OPEN_EXHIBITION_SPACE_2
c_422,157.949493408,59.037719726599995,OPEN_EXHIBITION_SPACE_2
c_423,159.413238525,56.3762588501,OPEN_EXHIBITION_SPACE_2
c_424,157.94830322299998,53.8473510742,OPEN_EXHIBITION_SPACE_2
c_425,153.689086914,53.3799476624,OPEN_EXHIBITION_SPACE_2
c_426,157.951889038,65.6111755371,OPEN_EXHIBITION_SPACE_2
c_427,159.418014526,63.8122177124,OPEN_EXHIBITION_SPACE_2
c_428,159.415618896,61.0460624695,OPEN_EXHIBITION_SPACE_2
c_429,157.955108643,70.5748596191,OPEN_EXHIBITION_SPACE_2
c_430,159.422424316,68.2553405762,OPEN_EXHIBITION_SPACE_2
c_431,157.961547852,76.6949310303,OPEN_EXHIBITION_SPACE_2
c_432,159.43531799299998,74.7845535278,OPEN_EXHIBITION_SPACE_2
c_433,159.428863525,72.4717712402,OPEN_EXHIBITION_SPACE_2
c_434,157.41796875,80.7067947388,OPEN_EXHIBITION_SPACE_2
c_435,158.89495849600002,79.0009765625,OPEN_EXHIBITION_SPACE_2
c_436,156.922576904,87.2381515503,OPEN_EXHIBITION_SPACE_2
c_437,158.351379395,85.1672973633,OPEN_EXHIBITION_SPACE_2
c_438,157.41796875,83.645866394,OPEN_EXHIBITION_SPACE_2
c_439,158.351379395,82.1446228027,OPEN_EXHIBITION_SPACE_2
c_440,54.52293396,54.1292572021,OPEN_EXHIBITION_SPACE_2
c_441,52.8072319031,55.7949485779,OPEN_EXHIBITION_SPACE_2
c_442,52.2761230469,57.101860046400006,OPEN_EXHIBITION_SPACE_2
c_443,52.7663269043,58.0536804199,OPEN_EXHIBITION_SPACE_2
c_444,53.05233764649999,52.7015228271,OPEN_EXHIBITION_SPACE_2
c_445,52.8072319031,54.3672142029,OPEN_EXHIBITION_SPACE_2
c_446,51.7859268188,55.229499816899995,OPEN_EXHIBITION_SPACE_2
c_447,51.499919891400005,56.2984542847,OPEN_EXHIBITION_SPACE_2
c_448,51.7859268188,54.277671813999994,OPEN_EXHIBITION_SPACE_2
c_449,52.3782234192,60.587322235100004,OPEN_EXHIBITION_SPACE_2
c_450,51.9901199341,63.7879104614,OPEN_EXHIBITION_SPACE_2
c_451,18.2289009094,11.4851913452,OPEN_EXHIBITION_SPACE_2
c_452,19.7091140747,13.7259817123,OPEN_EXHIBITION_SPACE_2
c_453,27.0717258453,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_454,26.557586669899997,10.484172821,OPEN_EXHIBITION_SPACE_2
c_455,22.6192131042,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_456,19.6923370361,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_457,18.2289009094,16.0651626587,OPEN_EXHIBITION_SPACE_2
c_458,19.5394134521,18.7232627869,OPEN_EXHIBITION_SPACE_2
c_459,22.1604423523,20.0249710083,OPEN_EXHIBITION_SPACE_2
c_460,24.781467437699998,19.988517761199997,OPEN_EXHIBITION_SPACE_2
c_461,27.562253952,18.251274108900002,OPEN_EXHIBITION_SPACE_2
c_462,35.8953285217,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_463,36.2002067566,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_464,32.3945579529,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_465,29.4676876068,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_466,31.3240947723,19.9520645142,OPEN_EXHIBITION_SPACE_2
c_467,33.945121765100005,19.9156093597,OPEN_EXHIBITION_SPACE_2
c_468,36.0656814575,18.2148189545,OPEN_EXHIBITION_SPACE_2
c_469,41.777729034400004,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_470,41.3365631104,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_471,47.6601295471,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_472,48.6680755615,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_473,45.0967826843,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_474,38.5269470215,19.8791561127,OPEN_EXHIBITION_SPACE_2
c_475,41.297798156700004,18.1965923309,OPEN_EXHIBITION_SPACE_2
c_476,53.8044319153,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_477,47.84042358399999,18.160139083900003,OPEN_EXHIBITION_SPACE_2
c_478,50.3116264343,19.769794464100002,OPEN_EXHIBITION_SPACE_2
c_479,58.940788268999995,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_480,43.1087760925,19.8427028656,OPEN_EXHIBITION_SPACE_2
c_481,45.729804992700004,19.8062496185,OPEN_EXHIBITION_SPACE_2
c_482,65.2189331055,10.484172821,OPEN_EXHIBITION_SPACE_2
c_483,62.6866760254,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_484,71.40865325930001,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_485,67.5743560791,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_486,76.5450134277,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_487,82.8374786377,10.484172821,OPEN_EXHIBITION_SPACE_2
c_488,80.27657318119999,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_489,94.14923095700001,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_490,89.01287841799999,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_491,85.1642532349,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_492,101.480743408,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_493,97.8664779663,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_494,42.299194335900005,67.5562286377,OPEN_EXHIBITION_SPACE_2
c_495,41.777729034400004,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_496,47.6601295471,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_497,47.5327568054,67.5327911377,OPEN_EXHIBITION_SPACE_2
c_498,45.113021850600006,67.1583175659,OPEN_EXHIBITION_SPACE_2
c_499,26.110973358200003,67.3926620483,OPEN_EXHIBITION_SPACE_2
c_500,24.801197052,68.5425109863,OPEN_EXHIBITION_SPACE_2
c_501,25.9375534058,70.7034606934,OPEN_EXHIBITION_SPACE_2
c_502,32.9541282654,70.7861633301,OPEN_EXHIBITION_SPACE_2
c_503,32.4808959961,67.6265258789,OPEN_EXHIBITION_SPACE_2
c_504,28.7349014282,67.3457870483,OPEN_EXHIBITION_SPACE_2
c_505,40.5282936096,67.20518493649999,OPEN_EXHIBITION_SPACE_2
c_506,37.9043617249,67.2520523071,OPEN_EXHIBITION_SPACE_2
c_507,35.2804336548,67.2989196777,OPEN_EXHIBITION_SPACE_2
c_508,32.6324691772,73.7170944214,OPEN_EXHIBITION_SPACE_2
c_509,41.2859954834,73.7006530762,OPEN_EXHIBITION_SPACE_2
c_510,24.805570602399996,72.69900512699999,OPEN_EXHIBITION_SPACE_2
c_511,26.193319320700002,73.8172149658,OPEN_EXHIBITION_SPACE_2
c_512,28.9644432068,73.8007736206,OPEN_EXHIBITION_SPACE_2
c_513,49.6977539063,67.1114425659,OPEN_EXHIBITION_SPACE_2
c_514,43.160217285200005,73.751449585,OPEN_EXHIBITION_SPACE_2
c_515,47.9787216187,73.6842193604,OPEN_EXHIBITION_SPACE_2
c_516,50.663269043,73.7185821533,OPEN_EXHIBITION_SPACE_2
c_517,53.2858848572,73.67599487300001,OPEN_EXHIBITION_SPACE_2
c_518,55.395195007299996,73.7021408081,OPEN_EXHIBITION_SPACE_2
c_519,59.978607177700006,73.6595611572,OPEN_EXHIBITION_SPACE_2
c_520,62.898246765100005,73.66925811770001,OPEN_EXHIBITION_SPACE_2
c_521,73.7476577759,79.59609985350001,OPEN_EXHIBITION_SPACE_2
c_522,73.9393005371,82.0553665161,OPEN_EXHIBITION_SPACE_2
c_523,73.7476577759,84.2092819214,OPEN_EXHIBITION_SPACE_2
c_524,75.1764678955,86.9188079834,OPEN_EXHIBITION_SPACE_2
c_525,106.61710357700001,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_526,118.074577332,10.484172821,OPEN_EXHIBITION_SPACE_2
c_527,115.45635986299999,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_528,111.753463745,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_529,124.221328735,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_530,120.344039917,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_531,130.994155884,12.724963188199998,OPEN_EXHIBITION_SPACE_2
c_532,135.89614868200002,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_533,136.689193726,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_534,133.046264648,10.1470279694,OPEN_EXHIBITION_SPACE_2
c_535,129.357681274,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_536,141.778564453,13.6767864227,OPEN_EXHIBITION_SPACE_2
c_537,141.825546265,10.3156003952,OPEN_EXHIBITION_SPACE_2
c_538,153.689086914,36.8985137939,OPEN_EXHIBITION_SPACE_2
c_539,157.943511963,36.893157959,OPEN_EXHIBITION_SPACE_2
c_540,159.401260376,34.930885314899996,OPEN_EXHIBITION_SPACE_2
c_541,159.39886474600002,32.1647262573,OPEN_EXHIBITION_SPACE_2
c_542,152.757263184,30.7960014343,OPEN_EXHIBITION_SPACE_2
c_543,152.757263184,33.4343414307,OPEN_EXHIBITION_SPACE_2
c_544,153.689086914,41.7327384949,OPEN_EXHIBITION_SPACE_2
c_545,157.944702148,42.083534240700004,OPEN_EXHIBITION_SPACE_2
c_546,159.403656006,39.600688934299995,OPEN_EXHIBITION_SPACE_2
c_547,153.689086914,48.5457229614,OPEN_EXHIBITION_SPACE_2
c_548,157.945907593,47.2739028931,OPEN_EXHIBITION_SPACE_2
c_549,159.406051636,44.270488738999994,OPEN_EXHIBITION_SPACE_2
c_550,152.757263184,45.156658172600004,OPEN_EXHIBITION_SPACE_2
c_551,159.410827637,51.70645141600001,OPEN_EXHIBITION_SPACE_2
c_552,159.40843200700002,48.940299987799996,OPEN_EXHIBITION_SPACE_2
c_553,164.487716675,68.23973846439999,OUTSIDE_RESTROOM
c_554,164.247344971,70.2422180176,OUTSIDE_RESTROOM
c_555,167.306381226,71.4945983887,OUTSIDE_RESTROOM
c_556,170.941925049,70.6256027222,OUTSIDE_RESTROOM
c_557,171.740524292,68.24699401859999,OUTSIDE_RESTROOM
c_558,169.245101929,67.55165100100001,OUTSIDE_RESTROOM
c_559,166.536712646,67.54439544680001,OUTSIDE_RESTROOM
c_560,224.34622192400002,66.5525436401,OUTSIDE_RESTROOM
c_561,222.528442383,68.2905426025,OUTSIDE_RESTROOM
c_562,222.197097778,71.469039917,OUTSIDE_RESTROOM
c_563,225.59228515599997,72.3124847412,OUTSIDE_RESTROOM
c_564,228.98983764599998,71.469039917,OUTSIDE_RESTROOM
c_565,228.323669434,66.33171844479999,OUTSIDE_RESTROOM
c_566,227.67041015599997,61.194396972700005,OUTSIDE_RESTROOM
c_567,224.221435547,61.27652740479999,OUTSIDE_RESTROOM
c_568,223.071990967,63.127666473400005,OUTSIDE_RESTROOM
c_569,223.08758544900002,64.978805542,OUTSIDE_RESTROOM
c_570,232.83151245099998,71.0345458984,OUTSIDE_RESTROOM
c_571,234.18685913099998,68.4786605835,OUTSIDE_RESTROOM
c_572,232.618591309,66.33171844479999,OUTSIDE_RESTROOM
c_573,234.18685913099998,64.18478393550001,OUTSIDE_RESTROOM
c_574,233.02182006799998,61.628898620600005,OUTSIDE_RESTROOM
c_575,230.691680908,60.3509597778,OUTSIDE_RESTROOM
c_576,164.42300415,72.77253723140001,OUTSIDE_RESTROOM
c_577,167.64671325700002,73.18148040770001,OUTSIDE_RESTROOM
c_578,162.919448853,67.5371322632,OUTSIDE_RESTROOM
c_579,161.565414429,68.7282485962,OUTSIDE_RESTROOM
c_580,162.22482299799998,70.2998580933,OUTSIDE_RESTROOM
c_581,161.56578064,71.9867401123,OUTSIDE_RESTROOM
c_582,162.118865967,73.18148040770001,OUTSIDE_RESTROOM
c_583,176.703704834,72.3124847412,OUTSIDE_RESTROOM
c_584,179.105941772,70.6256027222,OUTSIDE_RESTROOM
c_585,179.902206421,68.2542572021,OUTSIDE_RESTROOM
c_586,178.297409058,67.5661621094,OUTSIDE_RESTROOM
c_587,175.589035034,67.5589141846,OUTSIDE_RESTROOM
c_588,173.99298095700001,72.3124847412,OUTSIDE_RESTROOM
c_589,189.572845459,71.469039917,OUTSIDE_RESTROOM
c_590,189.88168335,68.26151275630001,OUTSIDE_RESTROOM
c_591,187.349731445,67.5806808472,OUTSIDE_RESTROOM
c_592,184.89193725599998,68.25788879390001,OUTSIDE_RESTROOM
c_593,184.813156128,71.469039917,OUTSIDE_RESTROOM
c_594,182.82357788099998,67.573425293,OUTSIDE_RESTROOM
c_595,181.23220825200002,72.3124847412,OUTSIDE_RESTROOM
c_596,195.434005737,70.6256027222,OUTSIDE_RESTROOM
c_597,196.225585938,68.26876831050001,OUTSIDE_RESTROOM
c_598,194.584274292,67.595199585,OUTSIDE_RESTROOM
c_599,191.87588501,67.5879440308,OUTSIDE_RESTROOM
c_600,192.999908447,72.3124847412,OUTSIDE_RESTROOM
c_601,201.125274658,71.469039917,OUTSIDE_RESTROOM
c_602,201.21533203099997,68.2723999023,OUTSIDE_RESTROOM
c_603,199.11041259799998,67.6024475098,OUTSIDE_RESTROOM
c_604,197.52838134799998,72.3124847412,OUTSIDE_RESTROOM
c_605,205.88497924799998,71.469039917,OUTSIDE_RESTROOM
c_606,206.205062866,68.27602386470001,OUTSIDE_RESTROOM
c_607,203.636581421,67.6097106934,OUTSIDE_RESTROOM
c_608,209.29611206099997,72.3124847412,OUTSIDE_RESTROOM
c_609,211.76205444299998,70.6256027222,OUTSIDE_RESTROOM
c_610,212.548995972,68.2832870483,OUTSIDE_RESTROOM
c_611,210.87113952599998,67.6242218018,OUTSIDE_RESTROOM
c_612,208.16275024400002,67.6169662476,OUTSIDE_RESTROOM
c_613,213.82458496099997,72.3124847412,OUTSIDE_RESTROOM
c_614,217.437408447,71.469039917,OUTSIDE_RESTROOM
c_615,217.53872680700002,68.2869186401,OUTSIDE_RESTROOM
c_616,215.39727783200001,67.6314849854,OUTSIDE_RESTROOM
c_617,219.923446655,67.63874816890001,OUTSIDE_RESTROOM
c_618,172.98298645,59.6333656311,BEEHUB_NEXUS
c_619,172.98298645,54.9390335083,BEEHUB_NEXUS
c_620,178.922729492,54.9390335083,BEEHUB_NEXUS
c_621,178.922729492,59.6333656311,BEEHUB_NEXUS
c_622,172.98298645,64.3276977539,BEEHUB_NEXUS
c_623,178.922729492,64.3276977539,BEEHUB_NEXUS
c_624,184.862457275,54.9390335083,BEEHUB_NEXUS
c_625,184.862457275,59.6333656311,BEEHUB_NEXUS
c_626,184.862457275,64.3276977539,BEEHUB_NEXUS
